1	114
2	173
3	167
4	104
5	54
6	41
7	48
8	93
9	52
10	3
11	180
12	159
13	181
14	60
15	25
16	169
17	96
18	34
19	209
20	133
21	156
22	194
23	1
24	111
25	63
26	200
27	205
28	54
29	62
30	84
31	68
32	76
33	136
34	50
35	183
36	80
37	132
38	112
39	69
40	54
41	147
42	164
43	218
44	92
45	191
46	32
47	26
48	95
49	200
50	235
51	97
52	168
53	160
54	66
55	162
56	123
57	124
58	47
59	82
60	171
61	67
62	55
63	179
64	162
65	9
66	112
67	135
68	64
69	56
70	61
71	65
72	119
73	212
74	24
75	157
76	79
77	65
78	128
79	47
80	203
81	120
82	80
83	63
84	243
85	165
86	3
87	122
88	96
89	83
90	75
91	17
92	223
93	221
94	246
95	102
96	85
97	0
98	115
99	77
100	183
101	239
102	140
103	64
104	217
105	201
106	29
107	101
108	88
109	57
110	158
111	61
112	190
113	127
114	147
115	29
116	88
117	195
118	139
119	34
120	82
121	224
122	165
123	111
124	43
125	73
126	136
127	123
128	92
129	136
130	15
131	212
132	93
133	187
134	181
135	217
136	168
137	168
138	64
139	198
140	3
141	178
142	240
143	7
144	86
145	236
146	130
147	27
148	111
149	45
150	42
151	60
152	192
153	46
154	139
155	157
156	131
157	179
158	212
159	1
160	208
161	88
162	214
163	83
164	147
165	192
166	202
167	248
168	73
169	139
170	2
171	174
172	8
173	95
174	10
175	119
176	216
177	19
178	248
179	157
180	32
181	50
182	26
183	39
184	153
185	144
186	12
187	194
188	95
189	209
190	148
191	186
192	64
193	81
194	40
195	165
196	173
197	34
198	174
199	12
200	149
201	81
202	99
203	225
204	47
205	178
206	135
207	3
208	236
209	158
210	97
211	76
212	102
213	121
214	169
215	179
216	80
217	69
218	141
219	52
220	169
221	4
222	106
223	48
224	233
225	29
226	93
227	228
228	165
229	182
230	39
231	194
232	68
233	161
234	192
235	234
236	50
237	99
238	115
239	99
240	113
241	32
242	156
243	21
244	66
245	91
246	127
247	233
248	33
249	195
250	191
251	116
252	36
253	178
254	154
255	185
256	246
257	105
258	111
259	49
260	123
261	43
262	146
263	227
264	219
265	38
266	141
267	63
268	185
269	50
270	193
271	207
272	220
273	150
274	235
275	73
276	72
277	5
278	155
279	70
280	59
281	172
282	76
283	249
284	183
285	47
286	99
287	78
288	37
289	237
290	102
291	108
292	154
293	227
294	98
295	183
296	100
297	155
298	128
299	71
300	217
301	153
302	154
303	7
304	157
305	196
306	227
307	2
308	182
309	44
310	44
311	17
312	209
313	48
314	242
315	142
316	38
317	175
318	90
319	135
320	116
321	177
322	24
323	163
324	64
325	12
326	114
327	141
328	29
329	118
330	17
331	0
332	35
333	63
334	16
335	24
336	30
337	82
338	225
339	209
340	111
341	20
342	220
343	229
344	59
345	158
346	114
347	166
348	18
349	108
350	193
351	9
352	219
353	108
354	120
355	101
356	190
357	146
358	202
359	239
360	208
361	115
362	104
363	186
364	136
365	129
366	141
367	187
368	123
369	159
370	95
371	95
372	132
373	181
374	41
375	8
376	210
377	64
378	229
379	32
380	238
381	236
382	128
383	33
384	218
385	73
386	3
387	223
388	43
389	45
390	19
391	9
392	29
393	105
394	40
395	226
396	129
397	47
398	164
399	12
400	17
401	24
402	195
403	218
404	123
405	58
406	212
407	0
408	89
409	205
410	96
411	50
412	140
413	85
414	197
415	102
416	162
417	144
418	190
419	230
420	196
421	210
422	244
423	6
424	85
425	133
426	152
427	16
428	103
429	177
430	216
431	178
432	207
433	209
434	102
435	28
436	86
437	211
438	94
439	230
440	111
441	33
442	239
443	86
444	148
445	106
446	153
447	112
448	195
449	101
450	26
