1	950
2	945
3	192
4	792
5	30
6	572
7	712
8	78
9	46
10	548
11	14
12	326
13	323
14	715
15	950
16	871
17	348
18	963
19	742
20	614
21	450
22	805
23	212
24	38
25	385
26	440
27	236
28	84
29	168
30	672
31	212
32	365
33	414
34	778
35	669
36	899
37	38
38	365
39	585
40	985
41	701
42	949
43	127
44	45
45	144
46	884
47	793
48	816
49	266
50	106
51	57
52	379
53	716
54	321
55	553
56	239
57	838
58	981
59	167
60	452
61	156
62	10
63	889
64	189
65	539
66	928
67	187
68	699
69	454
70	596
71	94
72	385
73	181
74	884
75	692
76	314
77	797
78	947
79	651
80	690
81	682
82	355
83	148
84	82
85	905
86	391
87	369
88	981
89	64
90	273
91	89
92	67
93	219
94	863
95	960
96	45
97	909
98	782
99	543
100	229
101	489
102	421
103	657
104	206
105	676
106	420
107	59
108	885
109	183
110	175
111	150
112	451
113	363
114	806
115	765
116	339
117	370
118	681
119	486
120	456
121	188
122	671
123	256
124	683
125	140
126	555
127	860
128	261
129	917
130	424
131	925
132	462
133	812
134	644
135	912
136	904
137	562
138	717
139	369
140	653
141	440
142	770
143	232
144	858
145	964
146	800
147	846
148	337
149	699
150	645
151	634
152	206
153	56
154	727
155	702
156	27
157	591
158	49
159	698
160	835
161	998
162	939
163	826
164	994
165	882
166	748
167	857
168	773
169	340
170	549
171	841
172	733
173	94
174	8
175	3
176	172
177	308
178	175
179	885
180	793
181	88
182	795
183	848
184	293
185	881
186	29
187	926
188	862
189	456
190	430
191	734
192	487
193	690
194	467
195	547
196	721
197	996
198	897
199	60
200	819
201	484
202	598
203	71
204	999
205	140
206	320
207	233
208	837
209	323
210	839
211	257
212	223
213	282
214	847
215	324
216	352
217	165
218	550
219	270
220	143
221	153
222	365
223	345
224	667
225	580
226	511
227	358
228	845
229	386
230	920
231	134
232	159
233	816
234	270
235	18
236	561
237	676
238	491
239	868
240	794
241	956
242	7
243	849
244	948
245	598
246	669
247	230
248	295
249	15
250	565
251	162
252	298
253	435
254	576
255	183
256	785
257	430
258	568
259	113
260	923
261	194
262	720
263	168
264	683
265	758
266	889
267	204
268	342
269	187
270	623
271	707
272	685
273	757
274	802
275	30
276	378
277	646
278	364
279	459
280	938
281	267
282	113
283	829
284	280
285	270
286	218
287	705
288	664
289	491
290	202
291	747
292	961
293	16
294	33
295	998
296	102
297	497
298	106
299	858
300	274
301	476
302	304
303	333
304	469
305	930
306	657
307	567
308	242
309	725
310	684
311	997
312	785
313	839
314	86
315	197
316	377
317	526
318	53
319	223
320	588
321	737
322	123
323	918
324	480
325	755
326	141
327	731
328	587
329	500
330	126
331	461
332	596
333	35
334	983
335	15
336	181
337	868
338	331
339	959
340	764
341	986
342	947
343	554
344	181
345	432
346	8
347	859
348	702
349	468
350	747
351	701
352	189
353	692
354	288
355	599
356	222
357	975
358	909
359	813
360	305
361	437
362	15
363	942
364	25
365	386
366	71
367	957
368	403
369	583
370	202
371	892
372	34
373	163
374	467
375	499
376	547
377	840
378	493
379	137
380	648
381	683
382	528
383	836
384	141
385	139
386	823
387	693
388	229
389	322
390	78
391	4
392	654
393	266
394	572
395	479
396	476
397	284
398	329
399	177
400	285
401	719
402	595
403	159
404	617
405	776
406	680
407	241
408	241
409	238
410	121
411	269
412	141
413	131
414	173
415	976
416	13
417	620
418	599
419	364
420	590
421	309
422	683
423	300
424	330
425	354
426	727
427	244
428	43
429	741
430	763
431	273
432	809
433	822
434	423
435	676
436	943
437	526
438	540
439	846
440	992
441	537
442	506
443	940
444	517
445	985
446	595
447	549
448	522
449	763
450	906
451	259
452	139
453	217
454	289
455	266
456	11
457	846
458	374
459	381
460	391
461	298
462	131
463	574
464	789
465	461
466	925
467	68
468	937
469	457
470	87
471	114
472	467
473	64
474	589
475	472
476	781
477	986
478	812
479	526
480	610
481	976
482	723
483	674
484	704
485	465
486	208
487	682
488	744
489	197
490	319
491	612
492	316
493	382
494	54
495	776
496	96
497	942
498	638
499	599
500	913
501	506
502	519
503	938
504	220
505	897
506	985
507	116
508	408
509	719
510	318
511	452
512	598
513	461
514	715
515	709
516	331
517	456
518	160
519	543
520	240
521	361
522	525
523	591
524	244
525	268
526	751
527	581
528	124
529	168
530	301
531	469
532	949
533	725
534	304
535	120
536	454
537	976
538	938
539	340
540	926
541	509
542	118
543	924
544	62
545	621
546	154
547	464
548	516
549	395
550	244
551	979
552	905
553	616
554	632
555	64
556	2
557	566
558	332
559	933
560	642
561	631
562	464
563	243
564	996
565	79
566	834
567	658
568	346
569	271
570	978
571	354
572	689
573	979
574	88
575	489
576	703
577	692
578	135
579	21
580	927
581	813
582	815
583	258
584	169
585	883
586	526
587	612
588	445
589	528
590	711
591	35
592	512
593	908
594	379
595	861
596	679
597	431
598	890
599	835
600	921
601	382
602	820
603	880
604	770
605	59
606	123
607	353
608	263
609	441
610	94
611	131
612	728
613	307
614	452
615	525
616	246
617	873
618	696
619	936
620	136
621	39
622	103
623	643
624	697
625	145
626	754
627	454
628	159
629	314
630	543
631	51
632	847
633	27
634	691
635	578
636	725
637	977
638	51
639	4
640	582
641	945
642	810
643	477
644	103
645	439
646	609
647	88
648	322
649	916
650	888
651	755
652	340
653	593
654	907
655	752
656	310
657	500
658	358
659	208
660	191
661	141
662	215
663	215
664	67
665	971
666	128
667	620
668	140
669	287
670	630
671	57
672	692
673	12
674	868
675	246
676	456
677	222
678	275
679	548
680	796
681	371
682	127
683	671
684	690
685	630
686	255
687	150
688	385
689	347
690	977
691	574
692	715
693	971
694	824
695	771
696	440
697	307
698	334
699	260
700	38
701	448
702	4
703	569
704	122
705	935
706	530
707	670
708	333
709	994
710	507
711	822
712	876
713	858
714	555
715	503
716	532
717	47
718	218
719	926
720	73
721	584
722	47
723	312
724	983
725	566
726	679
727	309
728	795
729	327
730	580
731	109
732	93
733	824
734	897
735	385
736	156
737	818
738	797
739	677
740	985
741	537
742	452
743	524
744	411
745	769
746	726
747	749
748	760
749	59
750	434
751	262
752	270
753	530
754	711
755	138
756	977
757	805
758	617
759	158
760	452
761	597
762	266
763	694
764	334
765	959
766	276
767	308
768	510
769	58
770	668
771	603
772	200
773	13
774	513
775	829
776	383
777	658
778	239
779	146
780	297
781	56
782	945
783	993
784	435
785	298
786	790
787	568
788	925
789	392
790	240
791	583
792	158
793	413
794	303
795	835
796	765
797	934
798	380
799	697
800	483
801	627
802	600
803	231
804	336
805	482
806	248
807	643
808	868
809	363
810	656
811	546
812	686
813	863
814	953
815	980
816	616
817	861
818	963
819	635
820	532
821	590
822	511
823	743
824	336
825	314
826	969
827	749
828	196
829	520
830	760
831	542
832	528
833	371
834	735
835	44
836	306
837	395
838	842
839	927
840	471
841	430
842	713
843	44
844	830
845	840
846	375
847	105
848	869
849	518
850	626
851	431
852	128
853	855
854	79
855	684
856	634
857	469
858	534
859	88
860	449
861	858
862	870
863	929
864	723
865	328
866	394
867	85
868	680
869	676
870	518
871	105
872	141
873	897
874	660
875	656
876	755
877	302
878	14
879	349
880	563
881	289
882	1
883	774
884	136
885	347
886	391
887	640
888	93
889	868
890	206
891	718
892	136
893	610
894	862
895	961
896	519
897	223
898	725
899	176
900	848
901	138
902	722
903	915
904	866
905	482
906	353
907	453
908	894
909	890
910	581
911	779
912	904
913	443
914	648
915	672
916	695
917	188
918	629
919	148
920	327
921	1
922	172
923	881
924	684
925	808
926	243
927	422
928	689
929	845
930	990
931	535
932	640
933	240
934	135
935	469
936	378
937	318
938	269
939	111
940	808
941	55
942	984
943	101
944	692
945	903
946	380
947	352
948	918
949	941
950	607
951	835
952	658
953	405
954	563
955	745
956	750
957	966
958	706
959	86
960	879
961	891
962	877
963	806
964	25
965	871
966	886
967	2
968	973
969	130
970	405
971	101
972	11
973	739
974	835
975	80
976	362
977	648
978	687
979	44
980	802
981	10
982	90
983	868
984	89
985	878
986	496
987	399
988	411
989	383
990	273
991	206
992	42
993	301
994	915
995	380
996	673
997	757
998	78
999	862
1000	39
1001	131
1002	744
1003	195
1004	748
1005	647
1006	783
1007	235
1008	691
1009	341
1010	732
1011	901
1012	53
1013	148
1014	963
1015	370
1016	170
1017	588
1018	512
1019	229
1020	870
1021	564
1022	242
1023	993
1024	685
1025	983
1026	168
1027	553
1028	414
1029	917
1030	359
1031	438
1032	600
1033	110
1034	486
1035	908
1036	548
1037	847
1038	338
1039	503
1040	66
1041	654
1042	439
1043	356
1044	379
1045	285
1046	443
1047	803
1048	859
1049	313
1050	274
1051	501
1052	356
1053	527
1054	55
1055	782
1056	203
1057	879
1058	687
1059	276
1060	775
1061	113
1062	134
1063	273
1064	444
1065	889
1066	40
1067	576
1068	678
1069	337
1070	198
1071	494
1072	762
1073	180
1074	180
1075	27
1076	455
1077	349
1078	371
1079	346
1080	768
1081	514
1082	814
1083	479
1084	529
1085	460
1086	659
1087	74
1088	447
1089	516
1090	446
1091	256
1092	445
1093	631
1094	113
1095	810
1096	872
1097	12
1098	289
1099	486
1100	750
1101	208
1102	491
1103	564
1104	608
1105	52
1106	916
1107	912
1108	812
1109	557
1110	926
1111	774
1112	123
1113	287
1114	78
1115	969
1116	527
1117	896
1118	914
1119	890
1120	236
1121	420
1122	978
1123	211
1124	536
1125	814
1126	703
1127	867
1128	440
1129	635
1130	986
1131	83
1132	388
1133	865
1134	278
1135	847
1136	239
1137	876
1138	187
1139	445
1140	795
1141	752
1142	667
1143	803
1144	368
1145	443
1146	221
1147	662
1148	671
1149	307
1150	975
1151	817
1152	774
1153	866
1154	59
1155	432
1156	2
1157	730
1158	74
1159	55
1160	339
1161	313
1162	293
1163	502
1164	97
1165	736
1166	269
1167	593
1168	655
1169	545
1170	344
1171	290
1172	488
1173	905
1174	66
1175	300
1176	417
1177	158
1178	53
1179	473
1180	962
1181	492
1182	361
1183	876
1184	849
1185	577
1186	775
1187	947
1188	507
1189	587
1190	920
1191	121
1192	829
1193	828
1194	497
1195	890
1196	24
1197	414
1198	54
1199	108
1200	969
1201	302
1202	865
1203	843
1204	728
1205	189
1206	747
1207	707
1208	796
1209	478
1210	352
1211	812
1212	60
1213	718
1214	105
1215	409
1216	143
1217	468
1218	120
1219	181
1220	289
1221	677
1222	197
1223	339
1224	776
1225	146
1226	683
1227	21
1228	641
1229	642
1230	531
1231	195
1232	642
1233	467
1234	242
1235	577
1236	557
1237	553
1238	786
1239	997
1240	490
1241	866
1242	136
1243	948
1244	395
1245	509
1246	120
1247	480
1248	125
1249	899
1250	727
1251	202
1252	400
1253	718
1254	732
1255	16
1256	982
1257	726
1258	670
1259	110
1260	888
1261	669
1262	324
1263	886
1264	189
1265	588
1266	727
1267	697
1268	807
1269	516
1270	607
1271	255
1272	459
1273	276
1274	8
1275	110
1276	195
1277	225
1278	406
1279	905
1280	599
1281	272
1282	288
1283	146
1284	896
1285	312
1286	100
1287	106
1288	830
1289	204
1290	4
1291	179
1292	608
1293	9
1294	231
1295	570
1296	974
1297	798
1298	355
1299	483
1300	594
1301	202
1302	456
1303	364
1304	403
1305	382
1306	528
1307	389
1308	17
1309	132
1310	204
1311	293
1312	574
1313	683
1314	6
1315	653
1316	223
1317	963
1318	224
1319	497
1320	62
1321	751
1322	255
1323	43
1324	522
1325	813
1326	622
1327	411
1328	300
1329	818
1330	622
1331	475
1332	898
1333	177
1334	379
1335	820
1336	88
1337	243
1338	413
1339	489
1340	509
1341	724
1342	366
1343	706
1344	55
1345	493
1346	399
1347	978
1348	428
1349	430
1350	900
1351	515
1352	717
1353	511
1354	309
1355	98
1356	476
1357	192
1358	515
1359	105
1360	74
1361	227
1362	623
1363	123
1364	966
1365	215
1366	140
1367	812
1368	718
1369	552
1370	485
1371	110
1372	271
1373	60
1374	464
1375	840
1376	615
1377	996
1378	570
1379	666
1380	488
1381	766
1382	711
1383	108
1384	367
1385	688
1386	310
1387	404
1388	450
1389	936
1390	685
1391	256
1392	833
1393	287
1394	70
1395	538
1396	745
1397	764
1398	467
1399	905
1400	552
1401	85
1402	741
1403	884
1404	461
1405	197
1406	510
1407	986
1408	118
1409	933
1410	281
1411	631
1412	641
1413	559
1414	293
1415	106
1416	405
1417	15
1418	881
1419	729
1420	306
1421	491
1422	312
1423	10
1424	160
1425	460
1426	202
1427	980
1428	94
1429	376
